"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"DefensiveMidfield",NA,6,452,173,65,6.19,0,0,0,0,0,0,0,0,3,2,1,1,1,5,0,5,8,19,11,8,2,1,0,0,0,6,3,1,8,0,0,0,0,249,25,17,178,29,2,0,2,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,21,1080,173,65,6.77,8,5,0,3,1,1,0,0,18,4,14,16,9,11,1,10,19,40,21,31,8,14,1,0,2,11,4,5,16,0,0,0,0,521,45,34,373,69,23,7,16,3,2,1,0,0,0,1,4,0,0
"CentreForward",NA,30,1784,186,76,6.55,37,2,4,31,5,0,1,4,24,13,11,72,33,174,77,97,21,33,12,9,32,23,4,0,8,18,4,0,7,0,0,0,0,548,9,4,371,164,17,1,16,2,1,0,0,0,0,1,0,0,0
"CentreForward",NA,16,1017,186,76,6.73,25,3,5,17,4,0,2,2,17,10,7,27,30,155,64,91,11,15,4,3,18,19,0,0,8,6,2,0,6,0,0,0,0,290,4,5,175,106,8,0,8,0,0,0,0,0,0,0,30,0,0
"CentralMidfield",NA,29,2238,185,82,6.95,54,37,1,16,9,1,1,7,10,5,5,15,19,43,19,24,50,79,29,23,22,11,7,1,1,53,8,4,22,0,0,0,0,1531,154,82,1147,148,52,22,30,1,0,0,0,0,0,1,12,0,1
"SecondStriker",NA,13,880,178,72,6.39,16,5,3,8,1,0,0,1,10,7,3,19,22,49,13,36,12,17,5,4,24,13,2,0,6,1,0,1,11,0,0,0,0,328,4,3,238,83,12,0,12,1,0,0,0,0,0,1,0,0,0
"SecondStriker",NA,10,451,178,72,6.61,9,3,0,6,3,1,0,2,10,5,5,8,11,24,8,16,11,20,9,3,17,17,1,0,3,7,0,7,9,0,0,0,0,173,5,5,122,41,8,0,8,0,0,0,0,0,0,0,1,1,0
"SecondStriker",NA,31,2055,178,72,6.8,33,8,2,23,6,0,1,5,22,11,11,43,35,181,68,113,50,86,36,22,59,41,8,0,9,45,8,4,31,0,0,0,0,983,15,29,723,216,25,0,25,0,0,0,0,0,0,0,3,0,0
"DefensiveMidfield",NA,38,3376,196,75,7.01,47,33,1,13,3,2,0,1,74,27,47,47,45,157,106,51,72,104,32,30,27,31,2,0,5,44,4,3,19,0,0,0,0,2149,86,55,1740,268,34,2,32,1,0,0,0,0,0,1,61,0,0
"LeftWinger",NA,15,809,170,69,6.27,4,2,2,0,0,0,0,0,12,6,6,21,10,19,4,15,19,31,12,16,26,16,5,1,0,9,4,3,3,0,0,0,0,384,15,13,290,66,7,0,7,0,0,0,0,0,0,0,2,0,0
"LeftWinger",NA,9,314,170,69,6.25,5,1,0,4,0,0,0,0,12,6,6,10,10,8,1,7,2,6,4,1,15,8,1,0,0,2,1,0,5,0,0,0,0,174,4,4,133,33,5,0,5,2,0,0,0,0,0,2,0,0,0
"LeftWinger",NA,4,118,170,69,6.25,2,1,0,1,0,0,0,0,4,1,3,4,4,4,2,2,0,2,2,4,3,1,0,0,0,3,0,1,1,0,0,0,0,77,4,4,56,13,1,0,1,0,0,0,0,0,0,0,1,0,0
"RightBack",NA,7,110,180,75,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,6,1,2,3,2,1,0,0,7,3,0,2,0,0,0,0,52,7,6,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,10,811,188,91,6.38,1,0,0,1,0,0,0,0,3,1,2,2,1,15,7,8,3,6,3,17,4,3,1,0,0,37,12,3,0,0,0,0,0,324,16,30,258,20,2,0,2,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,10,653,188,91,6.74,5,0,2,3,1,0,1,0,3,1,2,1,0,25,18,7,6,8,2,8,5,6,2,1,1,53,11,0,0,0,0,0,0,231,14,16,189,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,8,661,185,87,6.38,8,4,0,4,1,0,0,1,9,4,5,6,6,10,3,7,12,25,13,7,3,7,1,1,0,23,4,8,9,0,0,0,0,304,13,34,214,43,2,0,2,0,0,0,0,0,0,0,0,0,0
"LeftMidfield",NA,37,3314,180,64,7,70,44,0,26,6,3,0,3,57,34,23,24,26,24,5,19,27,45,18,22,27,11,3,0,4,32,3,13,24,0,0,0,0,1479,113,55,1144,167,85,31,54,8,4,2,1,0,0,3,0,0,0
"LeftMidfield",NA,30,2212,180,64,6.57,29,19,2,8,1,0,1,0,18,11,7,20,11,27,9,18,28,38,10,31,14,10,1,0,6,32,0,8,18,0,0,0,0,943,80,75,687,101,29,15,14,3,3,1,0,30,0,0,3,0,0
"CentralMidfield",NA,30,1716,183,75,6.66,46,32,1,13,5,3,1,1,53,23,30,55,25,44,14,30,32,61,29,11,20,25,4,0,4,22,4,1,18,0,0,0,0,579,12,15,434,118,18,1,17,3,0,0,0,0,0,3,27,0,0
"CentralMidfield",NA,29,1433,183,75,6.5,32,18,1,13,3,1,0,2,30,11,19,40,25,39,17,22,28,62,34,12,21,20,2,0,3,11,0,1,14,0,0,0,0,613,21,11,461,120,29,2,27,2,0,0,0,0,0,2,0,0,0
"CentralMidfield",NA,33,2774,183,75,6.82,55,36,0,19,4,2,0,2,106,38,68,77,68,25,8,17,60,108,48,24,35,34,3,0,4,19,1,0,25,0,0,0,0,1236,34,23,964,215,35,3,32,5,2,0,0,0,0,3,7,0,0
"RightBack",NA,38,3411,183,81,6.87,48,29,3,16,8,4,2,2,33,11,22,53,34,73,33,40,74,132,58,44,51,40,7,0,0,46,3,6,38,0,0,0,0,1961,75,65,1567,254,26,5,21,2,0,0,0,0,0,2,11,0,1
"CentralMidfield",NA,2,84,173,64,6.19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,4,1,1,1,3,0,0,0,1,0,0,2,0,0,0,0,32,1,1,25,5,1,0,1,0,0,0,0,0,0,0,1,0,0
"LeftWinger",NA,1,23,182,73,5.98,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,1,45,182,73,6.45,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,1,2,1,1,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,1,13,182,73,6.42,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,13,1080,193,87,6.91,1,0,0,1,0,0,0,0,9,2,7,0,1,63,41,22,21,28,7,21,7,3,0,0,3,118,12,8,4,0,0,0,0,691,33,51,568,39,3,0,3,0,0,0,0,0,0,0,5,0,0
"CentreBack",NA,12,843,193,87,6.67,2,0,0,2,0,0,0,0,6,0,6,0,1,52,33,19,19,24,5,24,1,3,0,0,1,47,4,4,5,0,0,0,0,449,18,20,356,55,1,0,1,0,0,0,0,0,0,0,5,0,0
"RightWinger",NA,2,37,185,75,6.07,2,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,3,34,185,75,6.02,1,0,0,1,0,0,0,0,2,1,1,2,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,10,717,174,68,6.42,13,5,0,8,2,0,0,2,13,9,4,16,6,13,6,7,7,24,17,4,11,7,1,0,1,9,1,0,12,0,0,0,0,249,7,14,176,52,5,1,4,0,0,0,0,0,0,0,3,0,0
"LeftWinger",NA,9,289,174,68,6.4,7,2,0,5,1,0,0,1,7,0,7,7,5,5,3,2,4,16,12,2,2,4,0,0,1,3,0,0,1,0,0,0,0,138,1,7,109,21,0,0,0,0,0,0,0,0,0,0,2,0,0
"LeftWinger",NA,10,243,174,68,6.18,8,4,0,4,0,0,0,0,10,6,4,10,5,8,3,5,3,11,8,0,3,7,0,0,0,3,0,0,3,0,0,0,0,106,2,1,93,10,1,0,1,0,0,0,0,0,0,0,1,0,0
"CentreForward",NA,31,1721,190,80,6.41,42,6,7,29,5,0,3,2,47,20,27,50,51,97,39,58,10,22,12,1,27,15,0,0,9,11,1,0,7,0,0,0,0,300,6,9,197,88,12,0,12,1,0,0,1,0,0,0,0,0,0
"CentreForward",NA,22,1036,190,80,6.7,32,1,5,26,6,0,2,4,18,12,6,33,7,69,39,30,7,13,6,5,12,22,0,0,4,17,0,0,6,0,0,0,0,205,2,3,147,53,9,0,9,1,0,0,0,0,0,1,11,0,0
"CentreForward",NA,34,2221,190,80,6.91,88,9,10,69,15,1,1,13,35,19,16,74,42,204,90,114,8,19,11,6,24,17,2,0,23,27,2,0,18,0,0,0,0,407,6,7,266,128,21,0,21,3,1,0,0,0,0,2,3,0,0
"CentreForward",NA,2,53,190,80,5.96,2,1,0,1,0,0,0,0,2,1,1,1,3,1,1,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,21,1011,181,76,6.71,9,6,0,3,2,1,0,1,49,11,38,23,24,16,7,9,24,37,13,14,29,14,3,0,0,6,3,1,17,0,0,0,0,632,19,13,522,78,12,1,11,2,0,0,0,0,0,2,6,0,1
"CentralMidfield",NA,33,2108,181,76,6.86,18,7,0,11,3,1,0,2,99,25,74,57,33,28,10,18,41,67,26,19,61,26,3,0,0,11,4,4,24,0,0,0,0,1172,21,21,982,148,14,0,14,2,0,0,2,0,0,0,20,0,0
"RightBack",NA,11,891,0,0,6.73,6,0,1,5,1,0,0,1,29,16,13,21,6,16,5,11,17,24,7,19,28,21,2,1,1,9,1,3,7,0,0,0,0,374,4,14,288,68,10,2,8,1,0,0,0,0,0,1,8,0,0
"RightBack",NA,1,31,0,0,6.59,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"RightBack",NA,8,591,0,0,6.84,2,2,0,0,0,0,0,0,22,7,15,13,7,11,3,8,7,14,7,16,17,13,2,0,0,15,0,2,6,0,0,0,0,171,2,10,141,18,6,0,6,1,1,0,0,0,0,0,0,0,0
"CentreForward",NA,36,2894,180,75,6.53,80,21,6,53,11,1,0,10,43,19,24,58,34,49,5,44,12,34,22,6,15,23,3,0,17,6,0,1,13,0,0,0,0,529,2,4,420,103,30,0,30,3,0,0,0,0,0,3,0,0,0
"CentreBack",NA,32,2722,188,70,6.58,14,3,1,10,1,0,0,1,18,8,10,17,4,90,54,36,74,94,20,65,25,20,4,0,2,97,16,9,26,0,0,0,0,1149,70,99,826,154,9,2,7,1,0,0,0,0,0,1,3,0,0
"CentreBack",NA,13,1047,188,70,7.02,2,1,1,0,0,0,0,0,10,3,7,9,5,41,28,13,33,41,8,32,10,5,0,0,0,64,6,7,6,0,0,0,0,311,12,31,210,58,3,0,3,0,0,0,0,0,0,0,13,1,0
"CentreBack",NA,1,90,188,70,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,3,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,44,0,2,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,1,9,175,72,6.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,1,8,190,78,6.42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,28,1375,176,68,6.58,45,8,5,32,5,1,2,2,49,24,25,35,30,19,5,14,11,20,9,14,24,3,0,0,13,8,1,2,8,0,0,0,0,310,2,6,245,57,17,0,17,2,0,0,0,0,0,2,3,0,0
"RightWinger",NA,6,64,176,68,6.09,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,1,1,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,19,1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,25,1297,176,68,6.46,31,8,4,19,2,0,2,0,32,15,17,38,22,23,7,16,13,25,12,8,17,9,1,0,10,1,0,0,13,0,0,0,0,354,3,12,241,98,19,2,17,3,1,0,1,0,0,1,0,0,0
"RightWinger",NA,1,12,176,68,5.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,21,1629,176,68,6.56,29,12,1,16,3,0,1,2,51,34,17,56,27,35,11,24,23,44,21,14,30,13,0,0,8,3,0,2,16,0,0,0,0,399,7,9,290,93,17,1,16,3,0,0,0,0,0,3,10,0,0
"RightWinger",NA,37,2124,176,68,6.51,43,6,1,36,5,0,0,5,59,28,31,77,37,62,16,46,27,40,13,22,26,10,1,0,19,6,1,2,16,0,0,0,0,576,6,16,412,142,21,1,20,2,1,0,0,0,0,1,4,0,0
"RightWinger",NA,28,1925,176,68,6.99,62,10,5,47,10,0,4,6,69,28,41,55,38,61,21,40,36,52,16,13,29,14,1,0,17,14,1,3,10,0,0,0,0,539,6,7,400,126,13,2,11,2,1,0,0,0,0,1,6,6,0
"RightWinger",NA,14,1153,176,68,7.13,19,3,2,14,3,0,1,2,46,19,27,40,22,24,7,17,27,35,8,8,28,6,2,0,7,11,0,1,9,0,0,0,0,307,8,11,225,63,14,1,13,3,1,0,0,0,0,2,4,0,0
"RightWinger",NA,14,442,176,68,6.61,23,2,3,18,5,0,1,4,20,12,8,7,5,4,1,3,0,0,0,3,2,2,0,0,3,1,0,0,2,0,0,0,0,103,0,0,90,13,4,0,4,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,24,1858,174,70,7.12,22,19,0,3,1,1,0,0,48,15,33,23,18,62,31,31,61,93,32,30,25,48,4,0,0,11,0,3,26,0,0,0,0,1720,120,41,1421,138,30,4,26,0,0,0,0,0,0,0,7,0,0
"CentreBack",NA,23,1938,183,79,6.91,13,0,4,9,2,0,1,1,3,1,2,8,2,75,47,28,20,27,7,33,16,13,3,1,0,82,13,4,8,0,0,0,0,1940,115,65,1690,70,5,4,1,0,0,0,0,0,0,0,7,2,0
"Goalkeeper",NA,35,3150,199,91,6.63,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,0,0,0,0,3,2,2,0,0,17,0,0,0,74,2,39,33,983,188,286,504,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"Goalkeeper",NA,36,3240,199,91,6.74,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,1,1,0,2,1,1,0,0,23,0,0,0,67,5,38,24,793,172,267,353,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"Goalkeeper",NA,32,2814,199,91,6.78,0,0,0,0,0,0,0,0,1,0,1,1,0,9,9,0,0,0,0,0,8,0,1,0,0,21,0,0,0,74,2,39,33,741,229,374,138,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,23,2020,199,91,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,1,2,1,2,0,26,0,0,0,65,5,31,29,523,133,270,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,6,483,175,76,6.49,1,1,0,0,0,0,0,0,3,0,3,6,0,14,8,6,15,15,0,5,2,3,0,0,0,19,2,1,3,0,0,0,0,162,9,23,107,23,1,0,1,0,0,0,0,0,0,0,0,0,1
"DefensiveMidfield",NA,24,1537,185,77,6.75,26,23,0,3,0,0,0,0,35,7,28,21,10,41,23,18,44,76,32,23,17,18,5,0,0,15,5,3,12,0,0,0,0,1139,65,38,928,108,12,3,9,2,0,0,1,0,0,1,12,2,0
"LeftBack",NA,1,90,178,75,7.04,0,0,0,0,0,0,0,0,3,1,2,0,1,3,2,1,4,5,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,36,3,5,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,29,2126,185,77,6.87,40,19,2,19,2,0,1,1,49,13,36,40,27,76,40,36,64,96,32,37,24,50,3,1,2,36,6,2,17,0,0,0,0,1108,44,15,911,138,16,0,16,2,0,0,0,0,0,2,0,0,0
"Goalkeeper",NA,25,2250,191,95,6.78,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,2,1,2,1,6,2,2,1,0,0,14,0,0,0,81,6,39,36,606,135,246,219,6,1,0,1,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,32,2836,191,95,6.44,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,2,0,1,1,3,7,1,3,0,0,28,0,0,0,65,1,38,26,859,184,363,310,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,30,2700,188,84,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,4,4,1,6,0,1,0,0,20,0,1,1,83,3,46,34,937,273,485,175,4,1,1,0,1,0,0,0,30,0,0,3,0,0
"Goalkeeper",NA,36,3240,188,84,6.61,0,0,0,0,0,0,0,0,1,1,0,1,1,18,17,1,0,1,1,1,6,1,4,0,0,33,0,0,2,130,13,71,46,1382,247,481,640,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,8,720,188,84,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,1,1,0,0,0,0,9,0,0,1,33,3,15,15,259,80,114,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,26,2051,186,80,6.3,1,1,0,0,0,0,0,0,6,0,6,5,5,90,47,43,23,37,14,25,8,12,1,0,0,77,10,3,9,0,0,0,0,1054,37,47,889,81,3,3,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,7,630,186,80,6.4,0,0,0,0,0,0,0,0,2,1,1,2,1,21,11,10,12,15,3,6,0,3,0,0,0,23,5,3,3,0,0,0,0,468,26,21,398,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,10,850,193,87,7.21,3,1,0,2,1,0,0,1,2,0,2,2,0,56,40,16,14,20,6,24,7,6,3,0,0,102,10,2,6,0,0,0,0,257,29,44,139,45,0,0,0,0,0,0,0,0,0,0,5,1,0
"CentreBack",NA,7,586,193,87,6.37,3,0,0,3,0,0,0,0,3,1,2,1,1,38,17,21,8,12,4,7,7,8,0,0,0,27,6,2,0,0,0,0,0,393,15,24,318,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,35,2608,180,75,6.81,79,12,7,60,6,0,2,4,80,51,29,86,28,45,10,35,20,56,36,8,32,28,2,0,27,6,1,2,22,0,0,0,0,779,6,13,608,152,36,0,36,8,0,0,1,0,0,7,0,0,0
"RightBack",NA,27,2346,185,80,6.82,8,1,2,5,2,0,1,1,24,13,11,24,11,85,42,43,52,72,20,29,14,20,1,0,1,50,5,11,25,0,0,0,0,1324,25,35,1091,173,22,1,21,3,1,0,0,0,0,2,5,5,0
"RightBack",NA,21,1594,190,80,6.57,8,6,0,2,0,0,0,0,18,7,11,14,6,41,19,22,42,55,13,31,13,18,2,0,0,66,9,8,8,0,0,0,0,612,32,85,424,71,6,1,5,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,1,81,190,80,6.92,1,1,0,0,0,0,0,0,2,0,2,0,2,2,1,1,2,2,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,66,1,1,59,5,2,0,2,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,12,795,190,80,6.33,4,4,0,0,0,0,0,0,12,4,8,5,4,20,7,13,18,23,5,12,1,7,3,0,0,25,5,5,6,0,0,0,0,405,19,28,311,47,6,2,4,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,4,96,190,80,6.38,1,1,0,0,0,0,0,0,2,2,0,0,0,4,1,3,5,7,2,2,0,3,0,0,0,4,0,0,3,0,0,0,0,41,0,4,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,3,137,190,80,6.32,1,0,0,1,0,0,0,0,2,1,1,2,0,3,1,2,1,4,3,4,0,5,1,0,1,1,0,0,0,0,0,0,0,64,3,1,51,9,2,1,1,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,8,254,190,80,6.7,2,2,0,0,0,0,0,0,3,1,2,1,1,6,2,4,12,14,2,13,2,2,1,0,0,14,1,0,0,0,0,0,0,127,4,22,89,12,1,0,1,1,0,0,0,0,0,1,0,0,0
"CentreBack",NA,34,2924,186,81,6.84,19,5,4,10,0,0,0,0,2,1,1,6,0,101,54,47,37,47,10,24,1,10,3,0,1,167,22,8,19,0,0,0,0,2358,240,165,1847,106,7,4,3,0,0,0,0,0,0,0,3,3,1
"CentreBack",NA,26,2263,186,81,7.07,18,11,0,7,1,0,0,1,9,2,7,7,4,69,36,33,44,62,18,32,6,12,3,0,0,142,20,11,19,0,0,0,0,1107,135,118,753,101,7,1,6,0,0,0,0,0,0,0,10,3,0
"CentreBack",NA,38,3420,186,81,7.16,40,11,5,24,4,0,2,2,10,3,7,6,7,98,59,39,45,61,16,66,5,9,3,0,1,285,33,9,17,0,0,0,0,2076,238,270,1433,135,10,6,4,2,0,0,1,0,0,1,4,0,0
"CentreBack",NA,14,1177,186,81,6.68,10,5,0,5,0,0,0,0,7,1,6,4,0,43,14,29,19,26,7,4,1,8,3,0,0,50,5,5,6,0,0,0,0,915,111,81,674,49,3,0,3,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,25,2241,186,81,6.86,10,0,3,7,1,0,1,0,4,0,4,2,2,82,46,36,35,47,12,10,3,17,2,0,0,115,28,6,12,0,0,0,0,1437,111,156,1075,95,8,6,2,0,0,0,0,0,0,0,0,0,1
"CentreBack",NA,33,2958,186,81,6.82,16,2,2,12,2,0,0,2,1,1,0,9,5,146,73,73,40,53,13,31,4,18,7,0,1,170,32,2,16,0,0,0,0,1978,141,216,1475,146,11,4,7,2,0,0,0,0,0,2,3,7,0
"CentreBack",NA,30,2604,186,81,7,28,7,5,16,1,0,0,1,8,4,4,6,1,87,42,45,41,57,16,26,5,9,1,0,0,162,21,4,13,0,0,0,0,1522,212,162,1054,94,6,2,4,0,0,0,0,0,0,0,33,0,0
"LeftMidfield",NA,37,2504,177,70,6.59,42,11,4,27,6,0,2,4,78,29,49,77,48,59,20,39,51,98,47,18,67,33,6,0,3,28,2,7,36,0,0,0,0,1065,30,37,842,156,35,1,34,2,0,0,0,0,0,2,15,0,0
"CentreForward",NA,3,38,172,68,6.12,1,0,0,1,0,0,0,0,2,2,0,1,2,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,10,759,186,84,6.84,12,7,0,5,1,1,0,0,17,1,16,15,11,9,4,5,9,12,3,0,18,4,2,0,1,1,0,2,6,0,0,0,0,594,40,11,508,35,17,4,13,1,0,0,0,0,0,1,1,1,0
"AttackingMidfield",NA,31,2200,186,84,6.6,24,19,0,5,1,0,0,1,62,19,43,35,49,24,9,15,37,41,4,10,40,9,0,0,0,11,5,2,16,0,0,0,0,1373,58,31,1180,104,40,5,35,1,0,0,0,0,0,1,6,0,0
"CentralMidfield",NA,37,2570,177,71,6.52,20,16,0,4,0,0,0,0,19,5,14,37,21,32,11,21,53,92,39,29,17,23,3,0,1,15,8,3,29,0,0,0,0,1444,80,66,1113,185,46,19,27,4,1,1,0,0,0,3,4,4,0
"CentralMidfield",NA,19,506,177,71,6.32,5,4,0,1,1,1,0,0,5,3,2,13,8,11,3,8,15,24,9,14,3,8,3,0,0,4,1,3,10,0,0,0,0,338,21,16,264,37,9,0,9,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,17,1390,177,71,6.76,9,7,0,2,1,1,0,0,19,7,12,19,22,15,5,10,30,48,18,20,9,13,1,0,0,8,3,3,11,0,0,0,0,795,55,39,592,109,16,4,12,2,2,0,0,0,0,0,12,0,0
"CentralMidfield",NA,13,693,177,71,6.39,4,2,0,2,0,0,0,0,6,3,3,9,6,12,1,11,17,31,14,11,0,5,1,0,0,16,3,4,7,0,0,0,0,512,13,8,439,52,5,0,5,0,0,0,0,0,0,0,0,1,0
"CentralMidfield",NA,1,1,177,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,23,1905,175,67,6.66,16,10,0,6,1,0,0,1,8,3,5,20,16,66,24,42,48,79,31,25,26,33,1,1,1,19,1,2,10,0,0,0,0,1137,57,59,879,142,29,6,23,2,1,1,0,0,0,1,0,0,1
"CentralMidfield",NA,18,967,175,67,6.38,17,6,1,10,1,0,0,1,11,4,7,11,3,21,9,12,28,55,27,10,10,16,2,0,0,15,1,0,12,0,0,0,0,430,16,19,342,53,15,4,11,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,10,403,175,67,6.26,2,0,0,2,0,0,0,0,2,0,2,6,9,6,3,3,10,20,10,11,2,7,1,0,0,5,1,1,5,0,0,0,0,200,12,15,155,18,3,1,2,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,22,1614,175,67,6.87,24,11,0,13,2,0,0,2,16,3,13,17,14,38,19,19,47,83,36,19,19,11,1,0,1,17,1,0,19,0,0,0,0,885,50,37,685,113,23,6,17,4,1,1,1,0,0,2,0,0,0
"CentralMidfield",NA,13,472,175,67,6.35,4,3,0,1,1,0,0,1,3,2,1,5,4,14,4,10,17,33,16,5,4,8,2,0,1,11,0,0,4,0,0,0,0,221,12,12,162,35,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,17,1441,175,67,6.6,8,6,0,2,0,0,0,0,9,3,6,11,15,19,1,18,32,56,24,20,9,16,3,0,0,16,5,4,14,0,0,0,0,656,29,47,515,65,25,4,21,2,1,1,0,17,0,0,0,0,0
"CentralMidfield",NA,31,2520,175,67,6.64,23,10,1,12,3,1,1,1,18,9,9,21,27,41,12,29,72,106,34,28,30,30,6,0,0,23,3,5,27,0,0,0,0,1414,70,64,1150,130,26,5,21,0,0,0,0,0,0,0,12,0,0
